item_id,item_total_interactions,item_unique_users,item_purchase_count,item_conversion_rate,item_total_quantity_sold,item_total_revenue,item_avg_order_value,item_unique_buyers,item_avg_rating,item_view_count,item_click_count,item_cart_count,category,item_category_enc,brand,item_brand_enc,price,item_price_log,stock,item_stock_norm,review_count,item_review_count_log,popularity_score,item_popularity_score_norm,item_avg_sentiment,trend_score,item_trend_score_norm,item_return_rate,is_active
ITEM_0433,6,6,6,1.0,20,17667.6,2944.6,6,3.9,3,1,1,Sports,6,BrandBeta,1,883.38,6.784886834525867,434,0.868,1028,6.9363427358340495,0.4384,0.4381324516581505,-0.5546,73.82,0.7382429457674604,0.092,True
ITEM_0073,12,12,3,0.25,6,26289.48,8763.16,3,1.4,6,4,1,Sports,6,BrandBeta,1,4381.58,8.385392871049772,212,0.424,29,3.4011973816621555,0.7899,0.7903015729886785,-0.8213,42.44,0.424254552731639,0.042,True
ITEM_0393,11,11,4,0.36363636363636365,14,21111.16,5277.79,4,4.8,5,4,1,Sports,6,BrandBeta,1,1507.94,7.319162696545931,405,0.81,1837,7.516433302915632,0.0487,0.047690612163109915,0.2168,54.84,0.5483289973984391,0.125,True
ITEM_0110,10,10,1,0.1,5,23841.8,23841.8,1,1.9,5,3,2,Sports,6,BrandBeta,1,4768.36,8.469967402972774,359,0.718,1337,7.198931240688173,0.9021,0.9027151588017233,-0.4788,70.38,0.7038222933760255,0.116,True
ITEM_0358,14,13,2,0.14285714285714285,4,5322.96,2661.48,2,2.5,5,4,4,Sports,6,BrandBeta,1,1330.74,7.194241636852078,145,0.29,1476,7.29776828253138,0.1868,0.18605350165314097,-0.3648,21.55,0.2152291374824895,0.011,True
ITEM_0094,14,14,3,0.21428571428571427,9,19019.43,6339.81,3,1.1,8,5,0,Sports,6,BrandBeta,1,2113.27,7.65646487823684,94,0.188,1420,7.259116128097101,0.6566,0.6567478208596332,0.4792,3.01,0.02971783069841905,0.203,True
ITEM_0201,11,11,0,0.0,0,0.0,0.0,0,4.8,3,6,1,Sports,6,BrandBeta,1,4844.17,8.485737611428606,293,0.586,466,6.1463292576688975,0.9308,0.9314697926059513,0.6979,37.81,0.37792675605363224,0.108,True
ITEM_0306,4,4,3,0.75,8,5131.68,1710.5600000000002,3,4.8,3,1,0,Sports,6,BrandBeta,1,641.46,6.465304558022001,365,0.73,1824,7.509335266016592,0.4591,0.4588718565274021,-0.7741,92.31,0.9232539523714228,0.166,True
ITEM_0097,9,9,6,0.6666666666666666,19,94612.97,15768.828333333333,6,3.5,4,5,0,Sports,6,BrandBeta,1,4979.63,8.513311668041583,443,0.886,1416,7.256297239690681,0.946,0.9466987275824066,0.4568,63.12,0.6311787072243346,0.042,True
ITEM_0366,10,10,3,0.3,7,20191.36,6730.453333333334,3,3.1,3,4,1,Sports,6,BrandBeta,1,2884.48,7.967446542919237,95,0.19,420,6.042632833682381,0.7052,0.7054403366396154,-0.4622,5.89,0.05853512107264358,0.183,True
ITEM_0423,11,11,4,0.36363636363636365,15,14640.150000000001,3660.0375000000004,4,4.4,3,3,3,Sports,6,BrandBeta,1,976.01,6.884496887404936,463,0.926,557,6.324358962381311,0.1047,0.10379721470794509,-0.319,78.05,0.7805683410046027,0.051,True
ITEM_0377,12,12,2,0.16666666666666666,5,16611.0,8305.5,2,4.0,5,2,3,Toys,7,BrandBeta,1,3322.2,8.108683453121849,250,0.5,390,5.968707559985366,0.4707,0.47049393848311793,0.2351,23.36,0.23334000400240146,0.137,True
ITEM_0382,6,6,6,1.0,16,24076.96,4012.8266666666664,6,4.2,3,1,1,Toys,7,BrandBeta,1,1504.81,7.317086238382149,241,0.482,327,5.793013608384144,0.6718,0.6719767558360885,0.5829,38.53,0.3851310786471883,0.116,True
ITEM_0102,10,10,3,0.3,12,43251.36,14417.12,3,3.4,6,4,0,Toys,7,BrandBeta,1,3604.28,8.19015471660581,428,0.856,86,4.465908118654584,0.9241,0.9247570383729086,0.9761,81.63,0.8163898339003401,0.292,True
ITEM_0399,8,8,1,0.125,1,3274.6,3274.6,1,1.3,5,1,1,Toys,7,BrandBeta,1,3274.6,8.094256337396033,335,0.67,586,6.375024819828097,0.5844,0.5844103797214708,0.9373,44.02,0.44006403842305386,0.174,True
ITEM_0118,10,10,3,0.3,7,22371.37,7457.123333333333,3,1.8,3,4,0,Toys,7,BrandBeta,1,3195.91,8.069939997271653,182,0.364,994,6.902742737158593,0.1306,0.12974651838493137,0.5371,84.14,0.841504902941765,0.118,True
ITEM_0164,11,10,2,0.18181818181818182,2,9053.34,4526.67,2,1.1,7,3,1,Toys,7,BrandBeta,1,4526.67,8.417962737368496,486,0.972,552,6.315358001522335,0.655,0.655144775072638,0.2315,35.11,0.35091054632779667,0.016,True
ITEM_0017,8,8,5,0.625,14,15482.32,3096.464,5,4.1,2,1,2,Toys,7,BrandBeta,1,1105.88,7.009300525748804,322,0.644,109,4.700480365792417,0.8805,0.8810740406772868,-0.3155,18.89,0.18861316790074045,0.255,True
ITEM_0180,7,6,3,0.42857142857142855,9,21035.88,7011.96,3,2.7,4,1,0,Toys,7,BrandBeta,1,2337.32,7.757188001785195,64,0.128,1036,6.9440872082295275,0.9801,0.9808636409177437,-0.0135,18.54,0.185111066639984,0.248,True
ITEM_0222,5,5,2,0.4,5,14487.15,7243.575,2,4.9,3,0,0,Toys,7,BrandBeta,1,2897.43,7.971924490065529,0,0.0,803,6.6895992691789665,0.48,0.479811642120028,0.3945,51.68,0.5167100260156093,0.064,True
ITEM_0486,10,9,4,0.4,12,57197.16,14299.29,4,3.4,2,5,2,Toys,7,BrandBeta,1,4766.43,8.46956265461901,214,0.428,78,4.3694478524670215,0.4949,0.4947400060114217,-0.2046,50.43,0.5042025215129078,0.209,True
ITEM_0408,7,7,6,0.8571428571428571,21,54162.57000000001,9027.095000000001,6,3.7,3,3,1,Toys,7,BrandBeta,1,2579.17,7.855610567217783,261,0.522,909,6.813444599510896,0.5589,0.5588618374912333,-0.9284,19.78,0.19751851110666402,0.018,True
ITEM_0228,6,6,4,0.6666666666666666,12,51161.76,12790.44,4,4.3,4,1,0,Toys,7,BrandBeta,1,4263.48,8.358075529866586,486,0.972,451,6.113682179832232,0.1937,0.19296663660955818,-0.8704,99.28,0.9929957974784871,0.111,True
ITEM_0078,10,10,1,0.1,3,6889.53,6889.53,1,4.1,5,1,2,Beauty,0,BrandDelta,2,2296.51,7.739581206777498,67,0.134,498,6.212606095751519,0.5534,0.5533513675984371,0.9467,81.37,0.8137882729637783,0.004,True
ITEM_0317,11,9,5,0.45454545454545453,14,28482.3,5696.46,5,3.8,6,4,0,Beauty,0,BrandDelta,2,2034.45,7.618472203652142,443,0.886,1671,7.421775793644647,0.3631,0.3626891093076846,0.112,77.11,0.7711626976185711,0.041,True
ITEM_0351,12,12,0,0.0,0,0.0,0.0,0,1.7,6,3,1,Beauty,0,BrandDelta,2,4904.86,8.498185687925325,185,0.37,661,6.495265555937008,0.3456,0.34515579601242363,-0.8561,40.31,0.40294176505903545,0.105,True
ITEM_0120,9,9,2,0.2222222222222222,4,3073.12,1536.56,2,1.4,5,3,0,Beauty,0,BrandDelta,2,768.28,6.6454550124667335,15,0.03,1632,7.398174092970465,0.9747,0.9754533613866346,0.4846,26.12,0.26095657394436667,0.128,True
ITEM_0016,5,5,5,1.0,21,57255.240000000005,11451.048,5,2.5,1,3,1,Beauty,0,BrandDelta,2,2726.44,7.911118719298443,153,0.306,970,6.878326468291325,0.9341,0.9347760745416291,-0.9043,47.22,0.47208324994997,0.073,True
ITEM_0375,9,9,5,0.5555555555555556,17,31006.64,6201.3279999999995,5,3.4,7,0,2,Books,1,BrandDelta,2,1823.92,7.509291429439345,217,0.434,1227,7.113142108707088,0.9522,0.9529105300070134,-0.6579,64.05,0.6404842905743445,0.21,True
ITEM_0335,8,7,4,0.5,9,39245.4,9811.35,4,4.4,0,3,2,Books,1,BrandDelta,2,4360.6,8.380594241502214,8,0.016,229,5.438079308923196,0.2817,0.2811341548942992,0.098,6.17,0.06133680208124875,0.195,True
ITEM_0169,6,6,1,0.16666666666666666,3,3224.7,3224.7,1,4.0,1,3,2,Books,1,BrandDelta,2,1074.9,6.980912799599864,477,0.954,121,4.804021044733257,0.3212,0.3207093477607454,0.8205,48.82,0.4880928557134281,0.006,True
ITEM_0006,12,10,4,0.3333333333333333,14,47382.16,11845.54,4,1.8,5,2,3,Books,1,BrandDelta,2,3384.44,8.127239162127978,72,0.144,979,6.887552571664617,0.2732,0.2726179741508867,-0.8236,86.94,0.8695217130278167,0.006,True
ITEM_0453,9,9,2,0.2222222222222222,5,11877.6,5938.8,2,1.1,5,2,1,Clothing,2,BrandDelta,2,2375.52,7.773392511756081,305,0.61,83,4.430816798843313,0.7651,0.7654543632902515,0.6034,91.2,0.9121472883730238,0.279,True
ITEM_0187,8,8,8,1.0,20,86163.8,10770.475,8,3.5,5,1,0,Clothing,2,BrandDelta,2,4308.19,8.36850523040099,37,0.074,1626,7.394493107219038,0.6533,0.6534415389239555,-0.7776,78.04,0.7804682809685811,0.257,True
ITEM_0173,9,9,2,0.2222222222222222,3,7096.5599999999995,3548.2799999999997,2,1.9,4,1,2,Clothing,2,BrandDelta,2,2365.52,7.769175800609978,116,0.232,1469,7.293017679772782,0.6586,0.6587516280933774,0.3042,18.71,0.18681208725235143,0.234,True
ITEM_0339,14,14,2,0.14285714285714285,2,4607.5,2303.75,2,2.4,7,3,2,Clothing,2,BrandDelta,2,2303.75,7.742727489678703,220,0.44,1101,7.00488198971286,0.1352,0.13435527502254282,0.9991,96.99,0.9700820492295377,0.231,True
ITEM_0227,9,9,1,0.1111111111111111,3,7548.69,7548.69,1,2.9,3,4,1,Electronics,3,BrandDelta,2,2516.23,7.830914369585892,359,0.718,47,3.8712010109078907,0.447,0.4467488227632502,0.1288,3.63,0.035921552931759054,0.258,True
ITEM_0367,11,11,5,0.45454545454545453,9,11493.72,2298.7439999999997,5,1.1,6,3,0,Electronics,3,BrandDelta,2,1277.08,7.153114230787396,99,0.198,886,6.787844982309579,0.5051,0.5049594229035167,-0.6705,71.88,0.7188312987792674,0.136,True
ITEM_0231,7,7,4,0.5714285714285714,14,5671.12,1417.78,4,4.4,2,3,1,Electronics,3,BrandDelta,2,405.08,6.006550184526023,439,0.878,884,6.785587645007929,0.7625,0.762849413886384,0.8849,42.35,0.4233540124074445,0.112,True
ITEM_0412,11,10,2,0.18181818181818182,9,33805.62,16902.81,2,2.8,4,4,2,Electronics,3,BrandDelta,2,3756.18,8.231423954993236,21,0.042,1295,7.16703787691222,0.5985,0.5985372207193669,-0.7267,0.1,0.0006003602161296778,0.051,True
ITEM_0075,9,9,0,0.0,0,0.0,0.0,0,3.9,5,2,1,Grocery,4,BrandDelta,2,3278.26,8.095373066168383,203,0.406,937,6.843749949006225,0.1925,0.1917643522693117,0.6184,50.7,0.5069041424854913,0.142,True
ITEM_0313,8,8,4,0.5,10,12511.5,3127.875,4,4.4,1,3,2,Grocery,4,BrandDelta,2,1251.15,7.132617352790311,337,0.674,1551,7.347299700743164,0.0057,0.004608756637611461,-0.991,42.14,0.42125275165099063,0.167,True
ITEM_0316,5,5,1,0.2,2,8840.74,8840.74,1,1.0,3,0,2,Grocery,4,BrandDelta,2,4420.37,8.394204881796824,159,0.318,1772,7.480428306074208,0.098,0.09708446047490231,0.0954,73.99,0.7399439663798278,0.114,True
ITEM_0014,8,8,1,0.125,1,998.0,998.0,1,2.5,4,3,0,Grocery,4,BrandDelta,2,998.0,6.906754778648554,487,0.974,885,6.786716950605081,0.0164,0.015329125338142471,-0.3592,67.28,0.6728036822093255,0.175,True
ITEM_0340,15,15,4,0.26666666666666666,13,19878.56,4969.64,4,4.4,8,2,3,Grocery,4,BrandDelta,2,1529.12,7.333101442683451,131,0.262,1936,7.5688956634069955,0.3719,0.37150586113615874,0.212,29.73,0.2970782469481689,0.031,True
ITEM_0396,7,7,3,0.42857142857142855,8,11502.8,3834.2666666666664,3,1.8,4,2,0,Grocery,4,BrandDelta,2,1437.85,7.271599462399201,427,0.854,536,6.285998094508865,0.9281,0.9287646528403968,-0.3767,7.78,0.07744646788072844,0.225,True
ITEM_0405,11,11,1,0.09090909090909091,3,11941.05,11941.05,1,3.9,8,2,1,Grocery,4,BrandDelta,2,3980.35,8.289376236744431,467,0.934,1554,7.349230824613334,0.2791,0.27852920549043186,0.6515,33.9,0.3388032819691815,0.221,True
ITEM_0218,9,9,4,0.4444444444444444,12,43112.76,10778.19,4,1.8,3,3,1,Grocery,4,BrandDelta,2,3592.73,8.186945939312784,480,0.96,1337,7.198931240688173,0.2945,0.2939585211902615,0.6358,37.9,0.3788272963778267,0.164,True
ITEM_0401,13,13,1,0.07692307692307693,5,11065.75,11065.75,1,3.9,7,2,2,Grocery,4,BrandDelta,2,2213.15,7.702623861651116,474,0.948,1329,7.1929342212158,0.5366,0.5365193868349865,-0.1739,52.19,0.5218130878527116,0.004,True
ITEM_0111,9,9,5,0.5555555555555556,14,61306.14000000001,12261.228000000001,5,3.2,3,3,1,Home & Kitchen,5,BrandDelta,2,4379.01,8.384806286472909,316,0.632,980,6.8885724595653635,0.0943,0.0933774170924757,0.0736,74.52,0.7452471482889733,0.006,True
ITEM_0034,9,9,4,0.4444444444444444,13,63241.62,15810.405,4,3.8,3,5,0,Home & Kitchen,5,BrandDelta,2,4864.74,8.489974089938945,370,0.74,134,4.90527477843843,0.3567,0.35627692615970347,-0.096,32.82,0.32799679807884735,0.166,True
ITEM_0175,13,13,3,0.23076923076923078,7,28263.48,9421.16,3,2.8,7,2,2,Home & Kitchen,5,BrandDelta,2,4037.64,8.303663280617998,482,0.964,536,6.285998094508865,0.2633,0.26269912834385334,0.0828,80.96,0.809685811486892,0.286,True
ITEM_0018,9,9,6,0.6666666666666666,18,53060.22,8843.37,6,4.5,4,4,0,Sports,6,BrandDelta,2,2947.79,7.989150195699825,91,0.182,972,6.880384082186005,0.2399,0.2392545837090472,-0.4569,73.11,0.7311386832099259,0.063,True
ITEM_0010,8,8,0,0.0,0,0.0,0.0,0,3.8,4,2,1,Sports,6,BrandDelta,2,153.81,5.042198558552374,330,0.66,1172,7.067319848653476,0.6447,0.6448251678188559,-0.7827,62.42,0.6241745047028218,0.105,True
ITEM_0223,15,15,2,0.13333333333333333,7,18989.04,9494.52,2,2.5,5,6,0,Sports,6,BrandDelta,2,2712.72,7.906075666317947,236,0.472,1728,7.455298485683291,0.5056,0.5054603747119528,-0.837,63.19,0.6318791274764859,0.21,True
ITEM_0114,7,6,1,0.14285714285714285,5,4485.95,4485.95,1,1.0,1,3,0,Sports,6,BrandDelta,2,897.19,6.8003816272137945,197,0.394,297,5.697093486505405,0.7192,0.719466987275824,0.2768,58.37,0.5836501901140685,0.031,True
ITEM_0211,9,9,2,0.2222222222222222,9,11964.78,5982.39,2,3.7,5,3,0,Sports,6,BrandDelta,2,1329.42,7.193249960838482,83,0.166,1555,7.349873704738337,0.4274,0.42711151187255786,0.819,64.88,0.6487892735641384,0.157,True
ITEM_0418,10,10,4,0.4,17,40423.11,10105.7775,4,4.3,4,2,1,Sports,6,BrandDelta,2,2377.83,7.774364049153622,109,0.218,1115,7.017506142941256,0.3535,0.35307083458571287,0.7732,39.86,0.39843906343806285,0.006,True
ITEM_0275,8,7,1,0.125,4,2702.6,2702.6,1,2.9,5,1,1,Sports,6,BrandDelta,2,675.65,6.517154152522514,21,0.042,1390,7.237778191923443,0.0494,0.04839194469492035,0.6727,54.76,0.5475285171102662,0.04,True
ITEM_0160,5,5,4,0.8,16,17676.32,4419.08,4,4.3,2,2,0,Sports,6,BrandDelta,2,1104.77,7.008297203855946,92,0.184,267,5.5909869805108565,0.6197,0.6197775773970544,-0.6667,82.14,0.8214928957374424,0.092,True
ITEM_0020,9,9,4,0.4444444444444444,17,636.6500000000001,159.16250000000002,4,1.8,3,3,2,Sports,6,BrandDelta,2,37.45,3.649358695951653,180,0.36,869,6.76849321164863,0.3308,0.3303276224827172,-0.2714,70.9,0.7090254152491495,0.104,True
ITEM_0138,9,9,0,0.0,0,0.0,0.0,0,3.2,4,1,3,Sports,6,BrandDelta,2,3803.45,8.243926713198766,249,0.498,1303,7.1731917424865985,0.2817,0.2811341548942992,0.9665,71.0,0.7100260156093656,0.03,True
ITEM_0049,7,7,3,0.42857142857142855,9,28616.49,9538.83,3,3.4,4,1,2,Toys,7,BrandDelta,2,3179.61,8.064828281277743,198,0.396,539,6.29156913955832,0.0801,0.0791503857328925,0.7316,22.12,0.22093255953572147,0.099,True
ITEM_0461,6,6,4,0.6666666666666666,11,4311.45,1077.8625,4,3.5,4,1,0,Toys,7,BrandDelta,2,391.95,5.973682377312183,360,0.72,1408,7.25063551189868,0.0346,0.03356377116521391,-0.3583,97.18,0.9719831899139484,0.145,True
ITEM_0264,8,7,1,0.125,4,3171.16,3171.16,1,3.7,5,2,1,Toys,7,BrandDelta,2,792.79,6.6768189426379685,435,0.87,865,6.763884908562435,0.6237,0.6237851918645427,0.4688,12.58,0.12547528517110268,0.116,True
ITEM_0343,7,7,3,0.42857142857142855,12,1478.16,492.72,3,2.8,3,4,0,Toys,7,BrandDelta,2,123.18,4.821732125936747,479,0.958,605,6.406879986069314,0.7231,0.7233744113816251,-0.1214,69.86,0.6986191715029016,0.021,True
ITEM_0435,8,8,1,0.125,2,5183.36,5183.36,1,1.2,6,1,1,Toys,7,BrandDelta,2,2591.68,7.860447368744567,461,0.922,1817,7.505492274737424,0.1797,0.17893998597334937,0.1449,1.3,0.012607564538723234,0.28,True
ITEM_0019,9,8,8,0.8888888888888888,27,109277.1,13659.6375,8,4.3,3,4,2,Toys,7,BrandDelta,2,4047.3,8.306052318893178,104,0.208,821,6.71174039505618,0.1862,0.18545235948301775,0.2455,87.99,0.8800280168100859,0.008,True
ITEM_0451,7,7,1,0.14285714285714285,4,17942.64,17942.64,1,4.6,3,3,0,Toys,7,BrandDelta,2,4485.66,8.408863828645405,380,0.76,426,6.056784013228625,0.1044,0.10349664362288348,-0.9151,29.15,0.29127476485891535,0.209,True
ITEM_0321,11,11,2,0.18181818181818182,4,17291.36,8645.68,2,4.3,5,3,0,Beauty,0,BrandEpsilon,3,4322.84,8.371899175299271,431,0.862,557,6.324358962381311,0.746,0.7463180042079952,-0.8758,75.04,0.7504502701620973,0.107,True
ITEM_0430,10,8,2,0.2,7,26954.27,13477.135,2,4.2,6,4,0,Beauty,0,BrandEpsilon,3,3850.61,8.256246521686364,427,0.854,1678,7.425953657077541,0.4409,0.4406372107003307,-0.8315,63.9,0.6389833900340204,0.077,True
ITEM_0246,10,9,2,0.2,5,17908.3,8954.15,2,1.9,5,3,2,Beauty,0,BrandEpsilon,3,3581.66,8.183860820254226,407,0.814,1806,7.499423290592229,0.4035,0.40316601542931574,-0.6415,80.47,0.804782869721833,0.283,True
ITEM_0119,9,8,2,0.2222222222222222,4,12184.8,6092.4,2,3.1,5,2,1,Beauty,0,BrandEpsilon,3,3046.2,8.021978415164394,396,0.792,1968,7.585281078639126,0.4024,0.4020639214507564,-0.4681,25.61,0.25585351210726437,0.187,True
ITEM_0353,13,13,3,0.23076923076923078,9,42259.95,14086.65,3,3.3,4,3,4,Beauty,0,BrandEpsilon,3,4695.55,8.454583475603812,464,0.928,612,6.418364935936212,0.065,0.06402164111812443,0.5569,53.99,0.539823894336602,0.031,True
ITEM_0459,7,7,3,0.42857142857142855,7,21944.86,7314.953333333334,3,2.9,6,1,0,Beauty,0,BrandEpsilon,3,3134.98,8.050697003898941,215,0.43,672,6.511745329644728,0.2,0.19927862939585214,-0.2889,67.33,0.6733039823894336,0.213,True
ITEM_0462,15,15,3,0.2,7,10023.51,3341.17,2,2.5,5,2,3,Beauty,0,BrandEpsilon,3,1431.93,7.267476578065607,70,0.14,1204,7.094234845924755,0.9078,0.9084260094178941,0.2741,89.27,0.8928357014208524,0.214,True
ITEM_0070,15,15,1,0.06666666666666667,3,4026.3,4026.3,1,1.2,9,4,1,Books,1,BrandEpsilon,3,1342.1,7.202735653915029,394,0.788,1214,7.102499355774649,0.8178,0.8182546838994089,-0.6518,78.75,0.7875725435261156,0.001,True
ITEM_0251,7,7,0,0.0,0,0.0,0.0,0,4.9,5,1,1,Books,1,BrandEpsilon,3,1583.99,7.368333377143213,320,0.64,1274,7.150701457592526,0.6591,0.6592525799018135,0.072,16.95,0.16920152091254753,0.19,True
ITEM_0292,11,11,0,0.0,0,0.0,0.0,0,1.6,4,5,1,Books,1,BrandEpsilon,3,3855.97,8.257637180112123,315,0.63,780,6.660575149839686,0.7807,0.7810840597134555,-0.1414,58.77,0.587652591554933,0.096,True
ITEM_0395,15,15,3,0.2,9,63.269999999999996,21.09,3,1.3,3,3,7,Clothing,2,BrandEpsilon,3,7.03,2.0831845279586703,221,0.442,420,6.042632833682381,0.8295,0.829976956216812,-0.297,97.61,0.9762857714628776,0.267,True
ITEM_0362,8,8,1,0.125,5,7857.5,7857.5,1,1.6,2,2,2,Clothing,2,BrandEpsilon,3,1571.5,7.360421988574595,4,0.008,705,6.559615237493242,0.7192,0.719466987275824,-0.931,60.97,0.6096657994796878,0.178,True
ITEM_0027,8,8,5,0.625,21,9831.57,1966.3139999999999,5,3.7,2,2,4,Clothing,2,BrandEpsilon,3,468.17,6.150965176116234,38,0.076,102,4.634728988229636,0.5659,0.5658751628093377,-0.0354,72.6,0.7260356213728236,0.073,True
ITEM_0126,10,10,4,0.4,9,14614.560000000001,3653.6400000000003,4,2.1,2,4,3,Clothing,2,BrandEpsilon,3,1623.84,7.393164628377721,344,0.688,660,6.493753839851687,0.3544,0.3539725478408977,0.7692,25.98,0.25955573344006405,0.213,True
ITEM_0337,13,13,3,0.23076923076923078,10,11158.3,3719.433333333333,3,2.6,8,1,2,Clothing,2,BrandEpsilon,3,1115.83,7.018249594111502,143,0.286,1813,7.503289630675082,0.8691,0.8696523394449454,-0.926,98.27,0.9828897338403041,0.009,True
ITEM_0500,5,5,7,1.4,20,12847.4,1835.3428571428572,7,1.8,4,1,0,Clothing,2,BrandEpsilon,3,642.37,6.466719986425331,347,0.694,683,6.52795791762255,0.351,0.3505660755435327,0.0997,19.35,0.19321592955773467,0.026,True
ITEM_0489,13,13,3,0.23076923076923078,11,30056.18,10018.726666666667,3,2.7,5,2,5,Clothing,2,BrandEpsilon,3,2732.38,7.913294217609222,264,0.528,1731,7.4570320891223805,0.1644,0.16361086063520688,-0.1074,27.26,0.27236341805083053,0.153,True
ITEM_0291,13,12,1,0.07692307692307693,5,113.55,113.55,1,2.4,9,1,1,Clothing,2,BrandEpsilon,3,22.71,3.165896900077314,134,0.268,75,4.330733340286331,0.8395,0.8399959923855326,-0.6723,6.89,0.06854112467480489,0.28,True
ITEM_0159,12,12,5,0.4166666666666667,9,10387.710000000001,2077.5420000000004,5,3.0,5,3,1,Electronics,3,BrandEpsilon,3,1154.19,7.052020111591399,445,0.89,610,6.415096959171596,0.0026,0.0015028554253080852,0.5572,89.48,0.8949369621773063,0.22,True
ITEM_0167,8,8,2,0.25,7,8355.2,4177.6,2,4.4,2,2,3,Electronics,3,BrandEpsilon,3,1193.6,7.085566680298205,344,0.688,162,5.093750200806762,0.6495,0.6496343051798417,-0.4749,65.48,0.6547928757254352,0.155,True
ITEM_0341,8,8,2,0.25,8,31815.68,15907.84,2,1.9,3,1,3,Electronics,3,BrandEpsilon,3,3976.96,8.28852440405919,173,0.346,999,6.907755278982137,0.7389,0.7392044885282036,-0.0353,71.65,0.7165299179507705,0.006,True
ITEM_0281,9,9,4,0.4444444444444444,10,35887.6,8971.9,4,2.2,4,2,1,Electronics,3,BrandEpsilon,3,3588.76,8.185840626879918,427,0.854,195,5.278114659230518,0.6593,0.6594529606251879,-0.6778,66.23,0.6622973784270563,0.018,True
ITEM_0257,7,7,0,0.0,0,0.0,0.0,0,2.9,4,1,1,Electronics,3,BrandEpsilon,3,370.86,5.918517439351917,331,0.662,1457,7.284820912568604,0.8456,0.8461076044484521,-0.6697,26.8,0.26776065639383634,0.148,True
ITEM_0466,8,8,4,0.5,18,12528.72,3132.18,4,2.2,2,2,2,Electronics,3,BrandEpsilon,3,696.04,6.5468427979230315,404,0.808,955,6.862757913051401,0.6158,0.6158701532912534,-0.1265,70.88,0.7088252951771061,0.083,True
ITEM_0108,15,15,3,0.2,11,23938.42,7979.473333333332,3,4.0,6,5,3,Electronics,3,BrandEpsilon,3,2176.22,7.685804112628453,461,0.922,645,6.470799503782602,0.0612,0.06021440737401062,0.9925,52.23,0.5222133279967981,0.185,True
ITEM_0024,8,8,3,0.375,11,8596.060000000001,2865.353333333334,3,4.2,5,2,0,Electronics,3,BrandEpsilon,3,781.46,6.662442802896866,254,0.508,785,6.666956792429207,0.7729,0.7732692115018536,-0.585,2.95,0.029117470482289375,0.105,True
ITEM_0484,14,14,2,0.14285714285714285,5,18839.25,9419.625,2,1.1,8,4,2,Grocery,4,BrandEpsilon,3,3767.85,8.234525194120158,469,0.938,1380,7.2305631534092925,0.3993,0.39895802023845306,-0.4032,93.91,0.9392635581348808,0.206,True
ITEM_0088,12,10,4,0.3333333333333333,14,35693.98,8923.495,4,1.5,9,2,1,Grocery,4,BrandEpsilon,3,2549.57,7.84407214258526,7,0.014,1341,7.201916317531627,0.1008,0.09988979060214408,-0.0547,23.52,0.23494096457874725,0.252,True
ITEM_0298,11,11,3,0.2727272727272727,9,479.61,159.87,3,1.4,6,0,1,Grocery,4,BrandEpsilon,3,53.29,3.9943400479173596,235,0.47,1220,7.107425474110705,0.1633,0.16250876665664765,-0.3243,99.44,0.9945967580548328,0.043,True
ITEM_0177,5,5,3,0.6,10,4890.7,1630.2333333333333,3,2.8,2,1,2,Grocery,4,BrandEpsilon,3,489.07,6.19454823804442,209,0.418,1838,7.516977224604321,0.5161,0.5159803626891093,0.0721,48.36,0.4834900940564339,0.077,True
ITEM_0490,6,6,1,0.16666666666666666,3,9052.92,9052.92,1,4.4,4,0,2,Grocery,4,BrandEpsilon,3,3017.64,8.012561677813574,488,0.976,1521,7.3277805384216315,0.3312,0.330728383929466,0.4454,86.61,0.8662197318391034,0.135,True
ITEM_0178,7,7,3,0.42857142857142855,9,19419.03,6473.009999999999,3,3.3,3,2,1,Grocery,4,BrandEpsilon,3,2157.67,7.6772475702912875,305,0.61,1144,7.0431599159883405,0.8417,0.8422001803426511,0.1526,17.43,0.17400440264158495,0.166,True
ITEM_0165,12,12,2,0.16666666666666666,7,30086.14,15043.07,2,2.2,4,4,1,Grocery,4,BrandEpsilon,3,4298.02,8.366142368730168,330,0.66,1375,7.226936018493289,0.1408,0.13996593527702636,0.5477,22.97,0.22943766259755854,0.108,True
ITEM_0107,13,13,6,0.46153846153846156,19,10679.71,1779.9516666666666,6,4.5,8,4,1,Grocery,4,BrandEpsilon,3,562.09,6.3334394732678625,147,0.294,882,6.78332520060396,0.2741,0.2735196874060716,0.1349,40.74,0.4072443466079648,0.131,True
ITEM_0478,10,9,4,0.4,10,34784.4,8696.1,4,1.8,3,5,1,Grocery,4,BrandEpsilon,3,3478.44,8.154626640279352,480,0.96,1524,7.329749689041512,0.0065,0.005410279531109107,-0.7446,64.75,0.6474884930958574,0.125,True
ITEM_0387,14,14,2,0.14285714285714285,3,1922.04,961.02,2,2.8,7,4,1,Grocery,4,BrandEpsilon,3,640.68,6.464089737058669,130,0.26,986,6.894670039433482,0.0016,0.0005009518084360284,-0.5213,2.7,0.02661596958174905,0.054,True
ITEM_0051,9,8,1,0.1111111111111111,4,7414.72,7414.72,1,4.2,4,1,3,Home & Kitchen,5,BrandEpsilon,3,1853.68,7.525467453421992,423,0.846,783,6.664409020350408,0.8073,0.8077346959222523,-0.2336,37.76,0.37742645587352414,0.08,True
